UnixTime,104,106,108,109,10A,10B,202,37106
2123,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2124,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,上升飞行,向左上升飞行,平飞,静止
2125,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,上升飞行,向左上升飞行,平飞,静止
2126,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,上升飞行,向左上升飞行,平飞,静止
2127,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,上升飞行,向左上升飞行,平飞,静止
2128,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,上升飞行,向左上升飞行,平飞,静止
2129,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,上升飞行,向左上升飞行,平飞,静止
2130,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,上升飞行,向左上升飞行,平飞,静止
2131,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,上升飞行,向左上升飞行,平飞,静止
2132,向左下降飞行,向左上升飞行,向右下降飞行,向右下降飞行,上升飞行,向左下降飞行,平飞,静止
2133,向左下降飞行,向左上升飞行,向右下降飞行,向右下降飞行,上升飞行,向左下降飞行,平飞,静止
2134,向左下降飞行,向左上升飞行,向右下降飞行,向右下降飞行,上升飞行,向左下降飞行,平飞,静止
2135,向左下降飞行,向左下降飞行,向右下降飞行,向右下降飞行,上升飞行,向左下降飞行,平飞,静止
2136,向左下降飞行,向左下降飞行,向右下降飞行,向右下降飞行,上升飞行,向左下降飞行,平飞,静止
2137,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,上升飞行,向左下降飞行,平飞,静止
2138,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,上升飞行,向左下降飞行,平飞,静止
2139,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,上升飞行,向左下降飞行,平飞,静止
2140,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左下降飞行,平飞,静止
2141,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左下降飞行,平飞,静止
2142,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2143,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2144,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2145,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2146,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2147,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2148,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2149,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2150,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2151,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2152,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2153,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2154,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2155,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2156,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2157,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2158,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2159,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2160,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2161,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2162,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2163,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2164,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,平飞,静止
2165,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,平飞,静止
2166,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,平飞,静止
2167,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,平飞,静止
2168,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,平飞,静止
2169,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,平飞,静止
2170,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2171,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2172,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2173,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2174,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2175,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2176,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2177,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2178,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2179,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2180,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2181,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2182,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2183,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2184,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2185,向右下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,平飞,静止
2186,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,平飞,静止
2187,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,平飞,静止
2188,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,平飞,静止
2189,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,平飞,静止
2190,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,平飞,静止
2191,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,平飞,静止
2192,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,平飞,静止
2193,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,平飞,静止
2194,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,平飞,静止
2195,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,平飞,静止
2196,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左飞行,向右下降飞行,平飞,静止
2197,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左飞行,向右上升飞行,平飞,静止
2198,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左飞行,向右上升飞行,平飞,静止
2199,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向左飞行,向右上升飞行,平飞,静止
2200,向右下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,上升飞行,向右上升飞行,平飞,静止
2201,向右上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,上升飞行,向右上升飞行,平飞,静止
2202,向右上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,上升飞行,向右上升飞行,平飞,静止
2203,向右上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,上升飞行,向右上升飞行,平飞,静止
2204,向右上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,上升飞行,向左下降飞行,平飞,静止
2205,向右上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,上升飞行,向左下降飞行,平飞,静止
2206,向右上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,向左下降飞行,平飞,静止
2207,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向左下降飞行,平飞,静止
2208,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向左下降飞行,平飞,静止
2209,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,平飞,静止
2210,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,平飞,静止
2211,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,平飞,静止
2212,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,平飞,静止
2213,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2214,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2215,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2216,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2217,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2218,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2219,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2220,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2221,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,平飞,静止
2222,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,平飞,静止
2223,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,平飞,静止
2224,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行,平飞,静止
2225,向右上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行,平飞,静止
2226,向右上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,平飞,静止
2227,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左下降飞行,平飞,静止
2228,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左下降飞行,平飞,静止
2229,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,平飞,静止
2230,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,平飞,静止
2231,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,平飞,静止
2232,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,平飞,静止
2233,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,平飞,静止
2234,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,平飞,静止
2235,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,平飞,静止
2236,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,平飞,静止
2237,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,平飞,静止
2238,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,平飞,静止
2239,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,平飞,静止
2240,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,平飞,静止
2241,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,平飞,静止
2242,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,平飞,静止
2243,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,平飞,静止
2244,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,平飞,静止
2245,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,平飞,静止
2246,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,平飞,静止
2247,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,平飞,静止
2248,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,平飞,静止
2249,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,平飞,静止
2250,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,平飞,静止
2251,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,平飞,静止
2252,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右下降飞行,向右上升飞行,平飞,静止
2253,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,平飞,静止
2254,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,平飞,静止
2255,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,平飞,静止
2256,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向右下降飞行,向右上升飞行,平飞,静止
2257,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向右下降飞行,向右上升飞行,平飞,静止
2258,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向右下降飞行,向右上升飞行,平飞,静止
2259,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行,向右下降飞行,向右上升飞行,平飞,静止
2260,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右下降飞行,向右上升飞行,平飞,静止
2261,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右下降飞行,向右上升飞行,平飞,静止
2262,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右下降飞行,向左上升飞行,平飞,静止
2263,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右下降飞行,向左上升飞行,平飞,静止
2264,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右下降飞行,向左上升飞行,平飞,静止
2265,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右下降飞行,向左上升飞行,平飞,静止
2266,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,平飞,静止
2267,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,平飞,静止
2268,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,平飞,静止
2269,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,平飞,静止
2270,向右上升飞行,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,平飞,静止
2271,向右上升飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,平飞,静止
2272,向右上升飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,平飞,静止
2273,向右下降飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2274,向右下降飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2275,向右下降飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2276,向右下降飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2277,向右下降飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2278,向右下降飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2279,向右下降飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2280,向右下降飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2281,向右上升飞行,向右上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,平飞,静止
2282,向右上升飞行,向右上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,平飞,静止
2283,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行,平飞,静止
2284,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左飞行,向右下降飞行,平飞,静止
2285,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,静止,向右下降飞行,平飞,静止
2286,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,静止,向右下降飞行,平飞,静止
2287,向右上升飞行,向右下降飞行,向左飞行,向右下降飞行,静止,向右下降飞行,平飞,静止
2288,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左上升飞行,平飞,静止
2289,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左上升飞行,平飞,静止
2290,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左上升飞行,平飞,静止
2291,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左上升飞行,平飞,静止
2292,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2293,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2294,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2295,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2296,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2297,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2298,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2299,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2300,向右上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2301,向左上升飞行,向右下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2302,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2303,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2304,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2305,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2306,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2307,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2308,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2309,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2310,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2311,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2312,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2313,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2314,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向左下降飞行,平飞,静止
2315,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2316,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2317,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2318,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2319,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2320,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2321,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2322,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2323,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2324,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2325,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2326,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2327,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2328,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2329,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2330,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2331,向左上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2332,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2333,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2334,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2335,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2336,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2337,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2338,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2339,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2340,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2341,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2342,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2343,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2344,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2345,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2346,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2347,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2348,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2349,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2350,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2351,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2352,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2353,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2354,向左上升飞行,向左上升飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2355,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2356,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2357,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2358,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2359,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2360,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2361,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2362,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2363,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2364,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2365,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2366,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2367,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2368,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2369,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2370,向右上升飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2371,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2372,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右上升飞行,平飞,静止
2373,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右下降飞行,平飞,静止
2374,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右下降飞行,平飞,静止
2375,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右下降飞行,平飞,静止
2376,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右下降飞行,平飞,静止
2377,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右下降飞行,平飞,静止
2378,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右下降飞行,平飞,静止
2379,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右下降飞行,平飞,静止
2380,向右下降飞行,向左下降飞行,静止,向右下降飞行,静止,向右下降飞行,平飞,静止
