,102,202,104,105,107,106,10A,109,10D,108,10E,10C,10B,10F
58,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61,1,1,0,0,0,0,0,0,0,0,0,0,0,0
62,1,1,0,0,0,0,0,0,0,0,0,0,0,0
63,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,1,1,1,0,0,0,0,0,0,0,0,0,0,0
65,1,1,1,0,0,0,0,0,0,0,0,0,0,0
66,1,1,1,0,0,0,0,0,0,0,0,0,0,0
67,1,1,1,0,0,0,0,0,0,0,0,0,0,0
68,1,1,1,0,0,0,0,0,0,0,0,0,0,0
69,1,1,1,0,0,0,0,0,0,0,0,0,0,0
70,1,1,1,0,0,0,0,0,0,0,0,0,0,0
71,1,1,1,0,0,0,0,0,0,0,0,0,0,0
72,1,1,1,0,0,0,0,0,0,0,0,0,0,0
73,1,1,1,0,0,0,0,0,0,0,0,0,0,0
74,1,1,1,0,0,0,0,0,0,0,0,0,0,0
75,1,1,1,1,0,0,0,0,0,0,0,0,0,0
76,1,1,1,1,0,0,0,0,0,0,0,0,0,0
77,1,1,1,1,0,0,0,0,0,0,0,0,0,0
78,1,1,1,1,0,0,0,0,0,0,0,0,0,0
79,1,1,1,1,0,0,0,0,0,0,0,0,0,0
80,1,1,1,1,0,0,0,0,0,0,0,0,0,0
81,1,1,1,1,0,0,0,0,0,0,0,0,0,0
82,1,1,1,1,0,0,0,0,0,0,0,0,0,0
83,1,1,1,1,0,0,0,0,0,0,0,0,0,0
84,1,1,1,1,0,0,0,0,0,0,0,0,0,0
85,1,1,1,1,0,0,0,0,0,0,0,0,0,0
86,1,1,1,1,0,0,0,0,0,0,0,0,0,0
87,1,1,1,1,0,0,0,0,0,0,0,0,0,0
88,1,1,1,1,0,0,0,0,0,0,0,0,0,0
89,1,1,1,1,0,0,0,0,0,0,0,0,0,0
90,1,1,1,1,0,0,0,0,0,0,0,0,0,0
91,1,1,1,1,0,0,0,0,0,0,0,0,0,0
92,1,1,1,1,0,0,0,0,0,0,0,0,0,0
93,1,1,1,1,1,0,0,0,0,0,0,0,0,0
94,1,1,1,1,1,0,0,0,0,0,0,0,0,0
95,1,1,1,1,1,0,0,0,0,0,0,0,0,0
96,1,1,1,1,1,0,0,0,0,0,0,0,0,0
97,1,1,1,1,1,0,0,0,0,0,0,0,0,0
98,1,1,1,1,1,0,0,0,0,0,0,0,0,0
99,1,1,1,1,1,0,0,0,0,0,0,0,0,0
100,1,1,1,1,1,0,0,0,0,0,0,0,0,0
101,1,1,1,1,1,0,0,0,0,0,0,0,0,0
102,1,1,1,1,1,0,0,0,0,0,0,0,0,0
103,1,1,1,1,1,0,0,0,0,0,0,0,0,0
104,1,1,1,1,1,1,0,0,0,0,0,0,0,0
105,1,1,1,1,1,1,0,0,0,0,0,0,0,0
106,1,1,1,1,1,1,0,0,0,0,0,0,0,0
107,1,1,1,1,1,1,0,0,0,0,0,0,0,0
108,1,1,1,1,1,1,0,0,0,0,0,0,0,0
109,1,1,1,1,1,1,0,0,0,0,0,0,0,0
110,1,1,1,1,1,1,0,0,0,0,0,0,0,0
111,1,1,1,1,1,1,0,0,0,0,0,0,0,0
112,1,1,1,1,1,1,0,0,0,0,0,0,0,0
113,1,1,1,1,1,1,0,0,0,0,0,0,0,0
114,1,1,1,1,1,1,0,0,0,0,0,0,0,0
115,1,1,1,1,1,1,0,0,0,0,0,0,0,0
116,1,1,1,1,1,1,0,0,0,0,0,0,0,0
117,1,1,1,1,1,1,0,0,0,0,0,0,0,0
118,1,1,1,1,1,1,1,0,0,0,0,0,0,0
119,1,1,1,1,1,1,1,1,0,0,0,0,0,0
120,1,1,1,1,1,1,1,1,0,0,0,0,0,0
121,1,1,1,1,1,1,1,1,0,0,0,0,0,0
122,1,1,1,1,1,1,1,1,0,0,0,0,0,0
123,1,1,1,1,1,1,1,1,0,0,0,0,0,0
124,1,1,1,1,1,1,1,1,0,0,0,0,0,0
125,1,1,1,1,1,1,1,1,0,0,0,0,0,0
126,1,1,1,1,1,1,1,1,0,0,0,0,0,0
127,1,1,1,1,1,1,1,1,0,0,0,0,0,0
128,1,1,1,1,1,1,1,1,0,0,0,0,0,0
129,1,1,1,1,1,1,1,1,0,0,0,0,0,0
130,1,1,1,1,1,1,1,1,0,0,0,0,0,0
131,1,1,1,1,1,1,1,1,0,0,0,0,0,0
132,1,1,1,1,1,1,1,1,0,0,0,0,0,0
133,1,1,1,1,1,1,1,1,0,0,0,0,0,0
134,1,1,1,1,1,1,1,1,0,0,0,0,0,0
135,1,1,1,1,1,1,1,1,0,0,0,0,0,0
136,1,1,1,1,1,1,1,1,0,0,0,0,0,0
137,1,1,1,1,1,1,1,1,0,0,0,0,0,0
138,1,1,1,1,1,1,1,1,0,0,0,0,0,0
139,1,1,1,1,1,1,1,1,0,0,0,0,0,0
140,1,1,1,1,1,1,1,1,0,0,0,0,0,0
141,1,1,1,1,1,1,1,1,0,0,0,0,0,0
142,1,1,1,1,1,1,1,1,0,0,0,0,0,0
143,1,1,1,1,1,1,1,1,0,0,0,0,0,0
144,1,1,1,1,1,1,1,1,0,0,0,0,0,0
145,1,1,1,1,1,1,1,1,0,0,0,0,0,0
146,1,1,1,1,1,1,1,1,1,0,0,0,0,0
147,1,1,1,1,1,1,1,1,1,0,0,0,0,0
148,1,1,1,1,1,1,1,1,1,0,0,0,0,0
149,1,1,1,1,1,1,1,1,1,0,0,0,0,0
150,1,1,1,1,1,1,1,1,1,0,0,0,0,0
151,1,1,1,1,1,1,1,1,1,0,0,0,0,0
152,1,1,1,1,1,1,1,1,1,0,0,0,0,0
153,1,1,1,1,1,1,1,1,1,0,0,0,0,0
154,1,1,1,1,1,1,1,1,1,0,0,0,0,0
155,1,1,1,1,1,1,1,1,1,0,0,0,0,0
156,1,1,1,1,1,1,1,1,1,0,0,0,0,0
157,1,1,1,1,1,1,1,1,1,0,0,0,0,0
158,1,1,1,1,1,1,1,1,1,0,0,0,0,0
159,1,1,1,1,1,1,1,1,1,0,0,0,0,0
160,1,1,1,1,1,1,1,1,1,0,0,0,0,0
161,1,1,1,1,1,1,1,1,1,0,0,0,0,0
162,1,1,1,1,1,1,1,1,1,0,0,0,0,0
163,1,1,1,1,1,1,1,1,1,0,0,0,0,0
164,1,1,1,1,1,1,1,1,1,0,0,0,0,0
165,1,1,1,1,1,1,1,1,1,0,0,0,0,0
166,1,1,1,1,1,1,1,1,1,0,0,0,0,0
167,1,1,1,1,1,1,1,1,1,0,0,0,0,0
168,1,1,1,1,1,1,1,1,1,0,0,0,0,0
169,1,1,1,1,1,1,1,1,1,0,0,0,0,0
170,1,1,1,1,1,1,1,1,1,0,0,0,0,0
171,1,1,1,1,1,1,1,1,1,1,0,0,0,0
172,1,1,1,1,1,1,1,1,1,1,0,0,0,0
173,1,1,1,1,1,1,1,1,1,1,0,0,0,0
174,1,1,1,1,1,1,1,1,1,1,0,0,0,0
175,1,1,1,1,1,1,1,1,1,1,0,0,0,0
176,1,1,1,1,1,1,1,1,1,1,1,0,0,0
177,1,1,1,1,1,1,1,1,1,1,1,0,0,0
178,1,1,1,1,1,1,1,1,1,1,1,0,0,0
179,1,1,1,1,1,1,1,1,1,1,1,0,0,0
180,1,1,1,1,1,1,1,1,1,1,1,0,0,0
181,1,1,1,1,1,1,1,1,1,1,1,0,0,0
182,1,1,1,1,1,1,1,1,1,1,1,0,0,0
183,1,1,1,1,1,1,1,1,1,1,1,0,0,0
184,1,1,1,1,1,1,1,1,1,1,1,0,0,0
185,1,1,1,1,1,1,1,1,1,1,1,0,0,0
186,1,1,1,1,1,1,1,1,1,1,1,0,0,0
187,1,1,1,1,1,1,1,1,1,1,1,0,0,0
188,1,1,1,1,1,1,1,1,1,1,1,1,0,0
189,1,1,1,1,1,1,1,1,1,1,1,1,0,0
190,1,1,1,1,1,1,1,1,1,1,1,1,0,0
191,1,1,1,1,1,1,1,1,1,1,1,1,0,0
192,1,1,1,1,1,1,1,1,1,1,1,1,0,0
193,1,1,1,1,1,1,1,1,1,1,1,1,0,0
194,1,1,1,1,1,1,1,1,1,1,1,1,0,0
195,1,1,1,1,1,1,1,1,1,1,1,1,0,0
196,1,1,1,1,1,1,1,1,1,1,1,1,0,0
197,1,1,1,1,1,1,1,1,1,1,1,1,0,0
198,1,1,1,1,1,1,1,1,1,1,1,1,0,0
199,1,1,1,1,1,1,1,1,1,1,1,1,0,0
200,1,1,1,1,1,1,1,1,1,1,1,1,0,0
201,1,1,1,1,1,1,1,1,1,1,1,1,0,0
202,1,1,1,1,1,1,1,1,1,1,1,1,0,0
203,1,1,1,1,1,1,1,1,1,1,1,1,0,0
204,1,1,1,1,1,1,1,1,1,1,1,1,0,0
205,1,1,1,1,1,1,1,1,1,1,1,1,0,0
206,1,1,1,1,1,1,1,1,1,1,1,1,0,0
207,1,1,1,1,1,1,1,1,1,1,1,1,0,0
208,1,1,1,1,1,1,1,1,1,1,1,1,0,0
209,1,1,1,1,1,1,1,1,1,1,1,1,0,0
210,1,1,1,1,1,1,1,1,1,1,1,1,0,0
211,1,1,1,1,1,1,1,1,1,1,1,1,0,0
212,1,1,1,1,1,1,1,1,1,1,1,1,0,0
213,1,1,1,1,1,1,1,1,1,1,1,1,0,0
214,1,1,1,1,1,1,1,1,1,1,1,1,0,0
215,1,1,1,1,1,1,1,1,1,1,1,1,0,0
216,1,1,1,1,1,1,1,1,1,1,1,1,0,0
217,1,1,1,1,1,1,1,1,1,1,1,1,0,0
218,1,1,1,1,1,1,1,1,1,1,1,1,0,0
219,1,1,1,1,1,1,1,1,1,1,1,1,0,0
220,1,1,1,1,1,1,1,1,1,1,1,1,0,0
221,1,1,1,1,1,1,1,1,1,1,1,1,0,0
222,1,1,1,1,1,1,1,1,1,1,1,1,0,0
223,1,1,1,1,1,1,1,1,1,1,1,1,0,0
224,1,1,1,1,1,1,1,1,1,1,1,1,0,0
225,1,1,1,1,1,1,1,1,1,1,1,1,0,0
226,1,1,1,1,1,1,1,1,1,1,1,1,0,0
227,1,1,1,1,1,1,1,1,1,1,1,1,0,0
228,1,1,1,1,1,1,1,1,1,1,1,1,0,0
229,1,1,1,1,1,1,1,1,1,1,1,1,0,0
230,1,1,1,1,1,1,1,1,1,1,1,1,0,0
231,1,1,1,1,1,1,1,1,1,1,1,1,0,0
232,1,1,1,1,1,1,1,1,1,1,1,1,0,0
233,1,1,1,1,1,1,1,1,1,1,1,1,0,0
234,1,1,1,1,1,1,1,1,1,1,1,1,1,0
235,1,1,1,1,1,1,1,1,1,1,1,1,1,0
236,1,1,1,1,1,1,1,1,1,1,1,1,1,0
237,1,1,1,1,1,1,1,1,1,1,1,1,1,0
238,1,1,1,1,1,1,1,1,1,1,1,1,1,0
239,1,1,1,1,1,1,1,1,1,1,1,1,1,0
240,1,1,1,1,1,1,1,1,1,1,1,1,1,0
241,1,1,1,1,1,1,1,1,1,1,1,1,1,0
242,1,1,1,1,1,1,1,1,1,1,1,1,1,0
243,1,1,1,1,1,1,1,1,1,1,1,1,1,0
244,1,1,1,1,1,1,1,1,1,1,1,1,1,0
245,1,1,1,1,1,1,1,1,1,1,1,1,1,0
246,1,1,1,1,1,1,1,1,1,1,1,1,1,0
247,1,1,1,1,1,1,1,1,1,1,1,1,1,0
248,1,1,1,1,1,1,1,1,1,1,1,1,1,0
249,1,1,1,1,1,1,1,1,1,1,1,1,1,0
250,1,1,1,1,1,1,1,1,1,1,1,1,1,0
251,1,1,1,1,1,1,1,1,1,1,1,1,1,0
252,1,1,1,1,1,1,1,1,1,1,1,1,1,0
253,1,1,1,1,1,1,1,1,1,1,1,1,1,0
254,1,1,1,1,1,1,1,1,1,1,1,1,1,0
255,1,1,1,1,1,1,1,1,1,1,1,1,1,0
256,1,1,1,1,1,1,1,1,1,1,1,1,1,0
257,1,1,1,1,1,1,1,1,1,1,1,1,1,0
258,1,1,1,1,1,1,1,1,1,1,1,1,1,0
259,1,1,1,1,1,1,1,1,1,1,1,1,1,0
260,1,1,1,1,1,1,1,1,1,1,1,1,1,0
261,1,1,1,1,1,1,1,1,1,1,1,1,1,0
262,1,1,1,1,1,1,1,1,1,1,1,1,1,0
263,1,1,1,1,1,1,1,1,1,1,1,1,1,0
264,1,1,1,1,1,1,1,1,1,1,1,1,1,0
265,1,1,1,1,1,1,1,1,1,1,1,1,1,0
266,1,1,1,1,1,1,1,1,1,1,1,1,1,0
267,1,1,1,1,1,1,1,1,1,1,1,1,1,0
268,1,1,1,1,1,1,1,1,1,1,1,1,1,0
269,1,1,1,1,1,1,1,1,1,1,1,1,1,0
270,1,1,1,1,1,1,1,1,1,1,1,1,1,0
271,1,1,1,1,1,1,1,1,1,1,1,1,1,0
272,1,1,1,1,1,1,1,1,1,1,1,1,1,0
273,1,1,1,1,1,1,1,1,1,1,1,1,1,0
274,1,1,1,1,1,1,1,1,1,1,1,1,1,0
275,1,1,1,1,1,1,1,1,1,1,1,1,1,0
276,1,1,1,1,1,1,1,1,1,1,1,1,1,0
277,1,1,1,1,1,1,1,1,1,1,1,1,1,0
278,1,1,1,1,1,1,1,1,1,1,1,1,1,0
279,1,1,1,1,1,1,1,1,1,1,1,1,1,0
280,1,1,1,1,1,1,1,1,1,1,1,1,1,0
281,1,1,1,1,1,1,1,1,1,1,1,1,1,0
282,1,1,1,1,1,1,1,1,1,1,1,1,1,0
283,1,1,1,1,1,1,1,1,1,1,1,1,1,0
284,1,1,1,1,1,1,1,1,1,1,1,1,1,0
285,1,1,1,1,1,1,1,1,1,1,1,1,1,0
286,1,1,1,1,1,1,1,1,1,1,1,1,1,0
287,1,1,1,1,1,1,1,1,1,1,1,1,1,0
288,1,1,1,1,1,1,1,1,1,1,1,1,1,0
289,1,1,1,1,1,1,1,1,1,1,1,1,1,0
290,1,1,1,1,1,1,1,1,1,1,1,1,1,0
291,1,1,1,1,1,1,1,1,1,1,1,1,1,0
292,1,1,1,1,1,1,1,1,1,1,1,1,1,0
293,1,1,1,1,1,1,1,1,1,1,1,1,1,0
294,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,1,1,1,1,1,1,1,1,1,1,1,1,1,1
315,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,1,1,1,1,1,1,1,1,1,1,1,1,1,1
327,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328,1,1,1,1,1,1,1,1,1,1,1,1,1,1
329,1,1,1,1,1,1,1,1,1,1,1,1,1,1
330,1,1,1,1,1,1,1,1,1,1,1,1,1,1
331,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,1,1,1,1,1,1,1,1,1,1,1,1,1,1
365,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,1,1,1,1,1,1,1,1,1,1,1,1,1,1
377,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,1,1,1,1,1,1,1,1,1,1,1,1,1,1
383,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,1,1,1,1,1,1,1,1,1,1,1,1,1,1
389,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,1,1,1,1,1,1,1,1,1,1,1,1,1,1
393,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,1,1,1,1,1,1,1,1,1,1,1,1,1,1
395,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,1,1,1,1,1,1,1,1,1,1,1,1,1,1
417,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,1,1,1,1,1,1,1,1,1,1,1,1,1,1
419,1,1,1,1,1,1,1,1,1,1,1,1,1,1
420,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,1,1,1,1,1,1,1,1,1,1,1,1,1,1
434,1,1,1,1,1,1,1,1,1,1,1,1,1,1
435,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,1,1,1,1,1,1,1,1,1,1,1,1,1,1
437,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440,1,1,1,1,1,1,1,1,1,1,1,1,1,1
441,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,1,1,1,1,1,1,1,1,1,1,1,1,1,1
444,1,1,1,1,1,1,1,4,1,1,1,1,1,1
445,1,1,1,1,1,1,1,4,1,1,1,1,1,1
446,1,1,1,1,1,1,1,1,1,1,1,1,1,1
447,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,1,1,1,1,1,1,1,1,1,1,1,1,1,1
449,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,1,1,1,1,1,1,1,1,1,1,1,1,1,1
