UnixTime,102,107,108,109,10A,10C,10E,10F
1438,平飞,静止,向左下降飞行,下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右下降飞行
1439,平飞,静止,向左下降飞行,下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右下降飞行
1440,平飞,静止,向左下降飞行,下降飞行,向左下降飞行,向左飞行,向右下降飞行,向右下降飞行
1441,平飞,静止,向左下降飞行,下降飞行,向左下降飞行,向左飞行,向右下降飞行,向右下降飞行
1442,平飞,静止,向左下降飞行,平飞,向左下降飞行,向左飞行,向右下降飞行,向右下降飞行
1443,平飞,静止,向左下降飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1444,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1445,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1446,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1447,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1448,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1449,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1450,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1451,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,向右下降飞行,向右下降飞行
1452,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,上升飞行,向右下降飞行
1453,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,上升飞行,向右下降飞行
1454,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,上升飞行,向右下降飞行
1455,平飞,静止,向左上升飞行,平飞,向右下降飞行,向左飞行,上升飞行,向右下降飞行
1456,平飞,静止,向左上升飞行,平飞,向右上升飞行,向左飞行,上升飞行,向右下降飞行
1457,平飞,静止,向左上升飞行,平飞,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1458,平飞,静止,向左上升飞行,平飞,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1459,平飞,静止,向左上升飞行,平飞,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1460,平飞,静止,向左上升飞行,向左飞行,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1461,平飞,静止,向左上升飞行,向左飞行,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1462,平飞,静止,向左上升飞行,向左飞行,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1463,平飞,静止,向左上升飞行,向左飞行,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1464,平飞,静止,向左上升飞行,向左飞行,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1465,平飞,静止,平飞,向左飞行,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1466,平飞,静止,平飞,向左飞行,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1467,平飞,静止,平飞,向左飞行,向右上升飞行,上升飞行,上升飞行,向右下降飞行
1468,平飞,静止,平飞,向左飞行,向左上升飞行,上升飞行,上升飞行,向右下降飞行
1469,平飞,静止,平飞,向左飞行,向左上升飞行,上升飞行,上升飞行,向右下降飞行
1470,平飞,静止,平飞,向左飞行,向左上升飞行,上升飞行,上升飞行,向右飞行
1471,平飞,静止,平飞,向左飞行,向左上升飞行,上升飞行,下降飞行,向右飞行
1472,平飞,静止,平飞,向左飞行,向左上升飞行,下降飞行,下降飞行,向右飞行
1473,平飞,静止,平飞,向左飞行,向左下降飞行,下降飞行,下降飞行,向右飞行
1474,平飞,静止,平飞,向左飞行,向左下降飞行,下降飞行,下降飞行,向右飞行
1475,平飞,静止,平飞,向左飞行,向左下降飞行,下降飞行,下降飞行,向右飞行
1476,平飞,静止,平飞,向左飞行,向左下降飞行,下降飞行,下降飞行,向右飞行
1477,平飞,静止,平飞,向左飞行,向左下降飞行,下降飞行,下降飞行,向右飞行
1478,平飞,静止,平飞,向左飞行,向左下降飞行,下降飞行,下降飞行,向右飞行
1479,平飞,静止,平飞,向左飞行,向左下降飞行,下降飞行,下降飞行,向右飞行
1480,平飞,静止,平飞,向左飞行,向左下降飞行,下降飞行,下降飞行,向右飞行
1481,平飞,静止,平飞,向左飞行,向左上升飞行,下降飞行,下降飞行,向右下降飞行
1482,平飞,静止,平飞,向左飞行,向左上升飞行,下降飞行,下降飞行,向右下降飞行
1483,平飞,静止,平飞,向左飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1484,平飞,静止,平飞,向左飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1485,平飞,静止,平飞,向左飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1486,平飞,静止,平飞,向左飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1487,平飞,静止,平飞,向左飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1488,平飞,静止,平飞,向右下降飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1489,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1490,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1491,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1492,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1493,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1494,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1495,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
1496,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,下降飞行,向左上升飞行
1497,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,下降飞行,向左上升飞行
1498,平飞,静止,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,下降飞行,向左上升飞行
1499,平飞,静止,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1500,平飞,静止,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1501,平飞,静止,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1502,平飞,静止,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1503,平飞,静止,向左下降飞行,平飞,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1504,平飞,静止,向左下降飞行,平飞,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1505,平飞,静止,向左上升飞行,平飞,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1506,平飞,静止,向左上升飞行,平飞,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1507,平飞,静止,向左上升飞行,平飞,向右上升飞行,向右上升飞行,下降飞行,向左上升飞行
1508,平飞,静止,向左上升飞行,平飞,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1509,平飞,静止,向左上升飞行,平飞,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1510,平飞,静止,向左上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1511,平飞,静止,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1512,平飞,静止,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1513,平飞,静止,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1514,平飞,静止,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1515,平飞,静止,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1516,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1517,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1518,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1519,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1520,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,下降飞行,向左上升飞行
1521,平飞,静止,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1522,平飞,静止,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1523,平飞,静止,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1524,平飞,静止,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1525,平飞,静止,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1526,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1527,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1528,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1529,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1530,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1531,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1532,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1533,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1534,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1535,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,下降飞行,向左上升飞行
1536,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行
1537,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,向右下降飞行
1538,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,向右下降飞行
1539,平飞,静止,向左下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,向右下降飞行
1540,平飞,静止,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,向右下降飞行
1541,平飞,静止,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,向右下降飞行
1542,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左下降飞行,向右下降飞行
1543,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左下降飞行,向右下降飞行
1544,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左下降飞行,向右下降飞行
1545,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左下降飞行,向右下降飞行
1546,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左下降飞行,向右下降飞行
1547,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1548,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1549,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1550,平飞,静止,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1551,平飞,静止,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1552,平飞,静止,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1553,平飞,静止,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1554,平飞,静止,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1555,平飞,静止,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1556,平飞,静止,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1557,平飞,静止,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1558,平飞,静止,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行,向右下降飞行
1559,平飞,静止,向左上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1560,平飞,静止,向左上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行,向右下降飞行
1561,平飞,静止,向左上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行,向右下降飞行
1562,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行,向右下降飞行
1563,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行,向右下降飞行
1564,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行,向右下降飞行
1565,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向右下降飞行,向右上升飞行,向右下降飞行
1566,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向右下降飞行,向右上升飞行,向右下降飞行
1567,平飞,静止,向左上升飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1568,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1569,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1570,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1571,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1572,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1573,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1574,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1575,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1576,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1577,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1578,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1579,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1580,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1581,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,上升飞行,向左上升飞行,向右上升飞行
1582,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,上升飞行,向左上升飞行,向右上升飞行
1583,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,上升飞行,向左上升飞行,向右上升飞行
1584,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,上升飞行,向左上升飞行,向右上升飞行
1585,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,上升飞行,向左上升飞行,向左下降飞行
1586,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,上升飞行,向左上升飞行,向左下降飞行
1587,平飞,静止,向左下降飞行,向左上升飞行,向右上升飞行,上升飞行,向左上升飞行,向左下降飞行
1588,向右飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1589,向右飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1590,向右飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1591,向右飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1592,向右飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1593,向右飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1594,向右飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1595,向右飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1596,向右飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1597,向右飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1598,向右飞行,静止,向左上升飞行,向右上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1599,向右飞行,静止,向左上升飞行,向右上升飞行,向左下降飞行,上升飞行,向左上升飞行,向左下降飞行
1600,向右飞行,静止,向左上升飞行,向右飞行,向左下降飞行,上升飞行,向左上升飞行,向左上升飞行
1601,向右飞行,静止,向左上升飞行,向右飞行,向左下降飞行,上升飞行,向左上升飞行,向左上升飞行
1602,向右飞行,静止,向左上升飞行,向右飞行,向左下降飞行,上升飞行,向左上升飞行,向左上升飞行
1603,向右飞行,静止,向左上升飞行,向右飞行,向左下降飞行,上升飞行,向左上升飞行,向左上升飞行
1604,向右飞行,静止,向左上升飞行,向右飞行,向右下降飞行,上升飞行,向左上升飞行,向左上升飞行
1605,向右飞行,静止,向左上升飞行,向右飞行,向右下降飞行,上升飞行,向左上升飞行,向左上升飞行
1606,向右飞行,静止,向左上升飞行,向右飞行,向右下降飞行,上升飞行,向左上升飞行,向左上升飞行
1607,向右飞行,静止,向左上升飞行,向右飞行,向右下降飞行,上升飞行,向左上升飞行,向左上升飞行
1608,向右飞行,静止,向左下降飞行,向右飞行,向右下降飞行,上升飞行,向左上升飞行,向左上升飞行
1609,向右飞行,静止,向左下降飞行,向右飞行,向右下降飞行,上升飞行,向左上升飞行,向左下降飞行
1610,向右飞行,静止,向左下降飞行,向右飞行,向右下降飞行,上升飞行,向左上升飞行,向左下降飞行
1611,向右飞行,静止,向左下降飞行,向右飞行,向右上升飞行,上升飞行,向左上升飞行,向左下降飞行
1612,向右飞行,静止,向左下降飞行,向右飞行,向右上升飞行,上升飞行,向左上升飞行,向左下降飞行
1613,向右飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1614,向右飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1615,向右飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1616,向右飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1617,向右飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1618,向右飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1619,向右飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1620,向右飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1621,向右飞行,静止,向左下降飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1622,向右飞行,静止,向左下降飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1623,向右飞行,静止,向左下降飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
1624,向右飞行,静止,向左下降飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行
1625,向右飞行,静止,向左下降飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左上升飞行
1626,向右飞行,静止,向左下降飞行,向右下降飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1627,向右飞行,静止,向左下降飞行,向右下降飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1628,向右飞行,静止,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1629,向右飞行,静止,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1630,向右飞行,静止,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1631,向右飞行,静止,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1632,向右飞行,静止,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1633,向右飞行,静止,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1634,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1635,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1636,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,向左上升飞行
1637,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1638,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1639,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1640,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1641,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1642,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1643,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1644,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1645,向右飞行,静止,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1646,向右飞行,静止,向左上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1647,向右飞行,静止,向左上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1648,向右飞行,静止,向左上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1649,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行
1650,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行
1651,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行
1652,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行
1653,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行
1654,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行
1655,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行
1656,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左下降飞行,向右下降飞行
1657,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左下降飞行,向右下降飞行
1658,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左下降飞行,向右下降飞行
1659,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,向左下降飞行,向右下降飞行
1660,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行
1661,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行
1662,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行
1663,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1664,向右飞行,静止,向右上升飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1665,向右飞行,静止,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
1666,向右飞行,静止,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
1667,向右飞行,静止,向右上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1668,向右飞行,静止,向右下降飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1669,向右飞行,静止,向右下降飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1670,向右飞行,静止,向右下降飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1671,向右飞行,静止,向右下降飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1672,向右飞行,静止,向右下降飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1673,向右飞行,静止,向右下降飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1674,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左上升飞行
1675,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左上升飞行
1676,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左上升飞行
1677,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左上升飞行
1678,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左上升飞行
1679,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行
1680,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行
1681,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行
1682,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行
1683,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行
1684,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行
1685,向右飞行,静止,向右下降飞行,向右飞行,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行
