UnixTime,102,104,106,109,10C,10D,10E
1372,平飞,向左飞行,平飞,下降飞行,向右下降飞行,向右下降飞行,向左上升飞行
1373,平飞,向左飞行,平飞,下降飞行,向右下降飞行,向右下降飞行,向左上升飞行
1374,平飞,向左飞行,平飞,下降飞行,向右下降飞行,向右下降飞行,向左上升飞行
1375,平飞,向左飞行,平飞,下降飞行,向右下降飞行,向右下降飞行,向左上升飞行
1376,平飞,向左飞行,平飞,下降飞行,向右下降飞行,向右下降飞行,向左上升飞行
1377,平飞,向左飞行,平飞,下降飞行,向右下降飞行,向右下降飞行,下降飞行
1378,平飞,向左飞行,平飞,上升飞行,向右下降飞行,向右下降飞行,下降飞行
1379,平飞,向左飞行,平飞,上升飞行,向右下降飞行,向右下降飞行,下降飞行
1380,平飞,向左飞行,平飞,上升飞行,向右下降飞行,向右下降飞行,下降飞行
1381,平飞,向左飞行,平飞,上升飞行,平飞,向右下降飞行,下降飞行
1382,平飞,向左飞行,平飞,上升飞行,平飞,向右下降飞行,下降飞行
1383,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1384,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1385,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1386,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1387,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1388,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1389,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1390,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1391,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1392,平飞,向右上升飞行,平飞,平飞,平飞,向右下降飞行,下降飞行
1393,平飞,向右上升飞行,平飞,平飞,下降飞行,向右下降飞行,下降飞行
1394,平飞,向右上升飞行,平飞,平飞,下降飞行,向右下降飞行,下降飞行
1395,平飞,向右上升飞行,平飞,平飞,下降飞行,向右下降飞行,下降飞行
1396,平飞,向右上升飞行,平飞,平飞,下降飞行,向右下降飞行,下降飞行
1397,平飞,向右上升飞行,平飞,平飞,下降飞行,向右下降飞行,下降飞行
1398,平飞,向右上升飞行,平飞,平飞,下降飞行,向右下降飞行,下降飞行
1399,平飞,向右上升飞行,向左飞行,平飞,下降飞行,向右下降飞行,下降飞行
1400,平飞,向右上升飞行,向左飞行,平飞,下降飞行,向右下降飞行,下降飞行
1401,平飞,向右上升飞行,向左飞行,平飞,下降飞行,向右下降飞行,下降飞行
1402,平飞,向右上升飞行,向左飞行,平飞,下降飞行,向右下降飞行,下降飞行
1403,平飞,向右上升飞行,向左飞行,平飞,下降飞行,向右下降飞行,下降飞行
1404,平飞,向右上升飞行,向左飞行,平飞,下降飞行,向右下降飞行,下降飞行
1405,平飞,向左飞行,向左飞行,平飞,下降飞行,向右下降飞行,下降飞行
1406,平飞,向左飞行,向左飞行,平飞,下降飞行,向右下降飞行,平飞
1407,平飞,向左飞行,向左飞行,平飞,下降飞行,向右下降飞行,平飞
1408,平飞,向左飞行,向左飞行,平飞,下降飞行,向右下降飞行,平飞
1409,平飞,向左飞行,向左飞行,平飞,下降飞行,向右下降飞行,平飞
1410,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1411,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1412,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1413,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1414,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1415,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1416,平飞,向左飞行,向左飞行,向左上升飞行,下降飞行,向右下降飞行,平飞
1417,平飞,向左飞行,向左飞行,向左上升飞行,下降飞行,向右下降飞行,平飞
1418,平飞,向左飞行,向左飞行,向左上升飞行,下降飞行,向右下降飞行,平飞
1419,平飞,向左飞行,向左飞行,向左上升飞行,下降飞行,向右下降飞行,平飞
1420,平飞,向左飞行,向左飞行,向左上升飞行,下降飞行,向右下降飞行,平飞
1421,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1422,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1423,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1424,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1425,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1426,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1427,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1428,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1429,平飞,向左飞行,向左飞行,向左下降飞行,下降飞行,向右下降飞行,平飞
1430,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,平飞
1431,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,向左下降飞行
1432,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,向左下降飞行
1433,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,向左下降飞行
1434,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,向左下降飞行
1435,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,向左下降飞行
1436,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,向左下降飞行
1437,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,向左下降飞行
1438,平飞,向左飞行,向左飞行,向左下降飞行,向右下降飞行,向右下降飞行,向左下降飞行
1439,平飞,向左飞行,向左飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1440,平飞,向左飞行,向左飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1441,平飞,向左飞行,向左飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1442,平飞,向左飞行,向左飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1443,平飞,向左飞行,向左飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1444,平飞,向左飞行,向左飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1445,平飞,向左飞行,向左飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1446,平飞,向左飞行,向左飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1447,平飞,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1448,平飞,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1449,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1450,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1451,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1452,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1453,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1454,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左下降飞行
1455,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1456,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1457,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1458,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1459,平飞,向左下降飞行,向左飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1460,平飞,向左下降飞行,向左飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1461,平飞,向左下降飞行,向左飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1462,平飞,向左下降飞行,向左飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1463,平飞,向左下降飞行,向左飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1464,平飞,向左下降飞行,向左飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1465,平飞,向左下降飞行,向左飞行,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1466,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左下降飞行
1467,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
1468,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
1469,平飞,向右上升飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
1470,平飞,向右上升飞行,平飞,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行
1471,平飞,向右上升飞行,平飞,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行
1472,平飞,向右上升飞行,平飞,向左下降飞行,向左下降飞行,向右上升飞行,向右上升飞行
1473,平飞,向右上升飞行,平飞,向左下降飞行,向左下降飞行,向右上升飞行,向右上升飞行
1474,平飞,向右上升飞行,平飞,向左下降飞行,向左下降飞行,向右上升飞行,向右上升飞行
1475,平飞,向右上升飞行,平飞,向左下降飞行,向左下降飞行,向右上升飞行,向右上升飞行
1476,平飞,向右上升飞行,平飞,向左下降飞行,向左下降飞行,向右上升飞行,向右上升飞行
1477,平飞,向右上升飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
1478,平飞,向右上升飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
1479,平飞,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
1480,平飞,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
1481,平飞,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
1482,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
1483,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
1484,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
1485,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1486,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1487,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1488,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1489,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1490,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1491,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1492,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1493,平飞,向右飞行,向右上升飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1494,平飞,向右飞行,向右下降飞行,向左下降飞行,向左上升飞行,上升飞行,向左上升飞行
1495,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,上升飞行,向左上升飞行
1496,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,上升飞行,向左上升飞行
1497,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,上升飞行,向左上升飞行
1498,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,上升飞行,向左上升飞行
1499,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,上升飞行,向左上升飞行
1500,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,上升飞行,向左上升飞行
1501,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,上升飞行,向右下降飞行
1502,平飞,向右飞行,向右下降飞行,向右上升飞行,向右下降飞行,上升飞行,向右下降飞行
1503,平飞,向右飞行,向右下降飞行,向右上升飞行,向右下降飞行,上升飞行,向右下降飞行
1504,平飞,向右飞行,向右下降飞行,向右上升飞行,向右下降飞行,上升飞行,向右下降飞行
1505,平飞,向右飞行,向右下降飞行,向右上升飞行,向右下降飞行,上升飞行,向右下降飞行
1506,平飞,向右飞行,向右下降飞行,向右上升飞行,向右下降飞行,上升飞行,向右下降飞行
1507,平飞,向右飞行,向右下降飞行,向右上升飞行,向右下降飞行,上升飞行,向右下降飞行
1508,平飞,向右飞行,向右下降飞行,向右下降飞行,向右下降飞行,上升飞行,向右下降飞行
1509,平飞,向右飞行,向右下降飞行,向右下降飞行,向右下降飞行,上升飞行,向右下降飞行
1510,平飞,向右飞行,向右下降飞行,向右下降飞行,向右下降飞行,上升飞行,向右下降飞行
1511,平飞,向右飞行,向右下降飞行,向右下降飞行,向右下降飞行,上升飞行,向右下降飞行
1512,平飞,向右飞行,向右下降飞行,向右下降飞行,向右下降飞行,上升飞行,向右下降飞行
1513,平飞,向右飞行,向右下降飞行,向右下降飞行,向右下降飞行,上升飞行,向右下降飞行
1514,平飞,向右飞行,向右下降飞行,向右下降飞行,向右下降飞行,上升飞行,向左下降飞行
1515,平飞,向右飞行,向右下降飞行,向右下降飞行,向右下降飞行,上升飞行,向左下降飞行
1516,平飞,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1517,平飞,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1518,平飞,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1519,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1520,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1521,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1522,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1523,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1524,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1525,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1526,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1527,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1528,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1529,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,上升飞行,向左下降飞行
1530,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,向左下降飞行,向左下降飞行
1531,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,向左下降飞行,向左下降飞行
1532,向右飞行,向右飞行,向右下降飞行,平飞,向右下降飞行,向左下降飞行,向左下降飞行
1533,向右飞行,向右飞行,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1534,向右飞行,向右飞行,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1535,向右飞行,向右飞行,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1536,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1537,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1538,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1539,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1540,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1541,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1542,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1543,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1544,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1545,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1546,向右飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1547,向右飞行,向左上升飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1548,向右飞行,向左上升飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1549,向右飞行,向左上升飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1550,向右飞行,向左上升飞行,向右上升飞行,平飞,向右上升飞行,向左下降飞行,向左下降飞行
1551,向右飞行,向左上升飞行,向右上升飞行,平飞,向右上升飞行,向左上升飞行,向左下降飞行
1552,向右飞行,向左上升飞行,向右上升飞行,平飞,向右上升飞行,向左上升飞行,向左下降飞行
1553,向右飞行,向左上升飞行,向右上升飞行,平飞,向右上升飞行,向左上升飞行,向左下降飞行
1554,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左下降飞行
1555,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左下降飞行
1556,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左下降飞行
1557,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左下降飞行
1558,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1559,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1560,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1561,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1562,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1563,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1564,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1565,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1566,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1567,向右飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1568,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1569,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1570,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1571,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1572,向右飞行,平飞,向左飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1573,向右飞行,平飞,向左飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1574,向右飞行,平飞,向左飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1575,向右飞行,平飞,向左飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1576,向右飞行,平飞,向左飞行,向右上升飞行,向右上升飞行,向右上升飞行,向左下降飞行
1577,向右飞行,平飞,向左飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1578,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1579,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1580,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1581,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1582,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1583,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1584,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1585,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1586,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1587,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1588,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1589,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1590,向右飞行,平飞,上升飞行,向右下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
1591,向右飞行,平飞,上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
1592,向右飞行,平飞,上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
1593,向右飞行,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
1594,向右飞行,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
1595,向右飞行,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
1596,向右飞行,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
1597,向右飞行,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
1598,向右飞行,平飞,平飞,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
1599,向右飞行,平飞,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行
1600,向右飞行,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向右下降飞行
1601,向右飞行,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向右下降飞行
1602,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左下降飞行,向右下降飞行
1603,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左下降飞行,向右下降飞行
1604,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左下降飞行,向右下降飞行
1605,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左下降飞行,向右下降飞行
1606,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左下降飞行,向右下降飞行
1607,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左上升飞行,向右下降飞行
1608,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左上升飞行,向右下降飞行
1609,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1610,向右飞行,平飞,平飞,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1611,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1612,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1613,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1614,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1615,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1616,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1617,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1618,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1619,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1620,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1621,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1622,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1623,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1624,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1625,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1626,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1627,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1628,向右飞行,平飞,下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1629,向右飞行,平飞,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1630,向右飞行,平飞,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1631,向右飞行,平飞,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右上升飞行
1632,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1633,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1634,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1635,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1636,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1637,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1638,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1639,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1640,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1641,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1642,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1643,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1644,向右飞行,平飞,向左下降飞行,向右飞行,向左下降飞行,向左上升飞行,向右上升飞行
1645,向右飞行,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行
1646,向右飞行,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行
1647,向右飞行,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行
1648,向右飞行,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行
1649,向右飞行,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行
1650,向右飞行,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行
1651,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
